Machine,StartDateTime,EndDateTime,Duration,TotalBiscuitsMade,GoodMadeBiscuits,OEE Category,Product
Biscuit Filling Machine ,7/1/2021 1:13,7/1/2021 1:14,1.10000002384186,138948,40159,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:14,7/1/2021 1:16,2.31666660308838,138916,40051,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:16,7/1/2021 1:17,0.616666674613953,139142,40600,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:17,7/1/2021 1:17,0.300000011920929,139083,40673,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:17,7/1/2021 1:19,1.58333337306976,140056,41283,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:19,7/1/2021 1:19,0.916666686534882,140130,41409,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:19,7/1/2021 1:20,0.800000011920929,140359,41510,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:20,7/1/2021 1:21,1.25,140502,41520,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:21,7/1/2021 1:40,19.0166664123535,153722,54914,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:40,7/1/2021 1:42,1.71666669845581,153663,54940,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:42,7/1/2021 1:42,0.150000005960464,153553,54954,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:42,7/1/2021 1:49,6.26666688919067,153468,54976,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:49,7/1/2021 1:55,6.65000009536743,157553,58977,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 1:55,7/1/2021 2:46,50.7000007629395,157641,58643,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 2:46,7/1/2021 2:49,3.41666674613953,159208,60827,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 2:49,7/1/2021 2:50,0.566666662693024,159421,60667,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 2:50,7/1/2021 2:59,8.88333320617676,164638,65762,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 2:59,7/1/2021 3:00,1.18333327770233,164828,66155,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:00,7/1/2021 3:09,8.58333301544189,169620,70968,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:09,7/1/2021 3:10,1.39999997615814,170015,71202,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:10,7/1/2021 3:28,17.5833339691162,180473,81544,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:28,7/1/2021 3:28,0.699999988079071,180283,81628,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:28,7/1/2021 3:28,0.0500000007450581,180351,81709,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:28,7/1/2021 3:36,7.40000009536743,180604,81554,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:36,7/1/2021 3:36,0.75,180614,81723,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:36,7/1/2021 3:45,8.44999980926514,180594,82149,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:45,7/1/2021 3:46,0.983333349227905,181205,82398,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:46,7/1/2021 3:49,2.83333325386047,181313,82292,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:49,7/1/2021 3:55,5.81666660308838,184604,85501,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:55,7/1/2021 3:55,0.916666686534882,184422,85892,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:55,7/1/2021 3:56,0.850000023841858,184753,86064,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:56,7/1/2021 3:57,0.866666674613953,184810,85797,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 3:57,7/1/2021 4:02,4.48333311080933,187252,88762,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 4:02,7/1/2021 4:21,19.3833332061768,187248,88419,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 4:21,7/1/2021 4:22,0.850000023841858,187624,88940,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 4:22,7/1/2021 4:39,17.3333339691162,187474,88993,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 4:39,7/1/2021 4:39,0.16666667163372,187602,88983,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 4:39,7/1/2021 5:08,28.2333335876465,187709,88990,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:08,7/1/2021 5:17,9.14999961853027,193942,95052,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:17,7/1/2021 5:18,0.75,193998,95112,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:18,7/1/2021 5:19,1.13333332538605,194281,95356,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:19,7/1/2021 5:21,2.61666655540466,194296,95613,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:21,7/1/2021 5:25,3.26666665077209,195975,97441,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:25,7/1/2021 5:27,2.61666655540466,196268,97110,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:27,7/1/2021 5:31,3.65000009536743,198334,99731,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:31,7/1/2021 5:33,2.26666665077209,198384,99514,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:33,7/1/2021 5:35,2.23333334922791,199789,100888,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:35,7/1/2021 5:36,0.883333325386047,199512,100984,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:36,7/1/2021 5:42,6.01666688919067,203714,104813,NO (No Order),Jammy Creams
Biscuit Topping Machine ,7/1/2021 5:39,7/1/2021 5:39,0.299566656351089,0,493,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 5:39,7/1/2021 5:40,0.216683328151703,0,294,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 5:40,7/1/2021 5:40,0.116833336651325,0,299,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 5:40,7/1/2021 5:47,7.08335018157959,0,95,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:42,7/1/2021 5:44,2.21666669845581,203705,105074,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 5:44,7/1/2021 6:02,17.466667175293,215467,117151,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 5:47,7/1/2021 5:47,0.200000002980232,0,369,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 5:47,7/1/2021 9:28,221.382629394531,0,215,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:02,7/1/2021 6:04,2.33333325386047,215468,116843,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:04,7/1/2021 6:04,0.0333333350718021,215560,117087,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:04,7/1/2021 6:04,0.133333340287209,215846,116844,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:04,7/1/2021 6:13,8.89999961853027,221549,122818,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:13,7/1/2021 6:14,1.14999997615814,221516,123005,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:14,7/1/2021 6:17,2.76666665077209,222666,123942,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:17,7/1/2021 6:17,0,222984,28,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 6:17,7/1/2021 7:29,71.6999969482422,223101,252,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 7:29,7/1/2021 7:30,0.933333337306976,223571,759,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 7:30,7/1/2021 7:31,1.5,223432,1133,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 7:31,7/1/2021 7:37,5.88333320617676,227499,4922,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 7:37,7/1/2021 7:39,1.31666672229767,227594,4729,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 7:39,7/1/2021 8:16,37.1500015258789,253642,30883,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 8:16,7/1/2021 8:43,27.3166675567627,253500,31231,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 8:43,7/1/2021 8:47,4.23333311080933,256285,33504,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 8:47,7/1/2021 8:50,2.34999990463257,256171,33854,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 8:50,7/1/2021 8:58,7.90000009536743,261272,38969,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 8:58,7/1/2021 9:06,8.18333339691162,261408,38706,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 9:06,7/1/2021 10:10,63.9000015258789,304807,82507,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:28,7/1/2021 9:29,0.333316653966904,0,172,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:29,7/1/2021 9:31,2.56671667098999,0,213,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:31,7/1/2021 9:32,0.783349990844727,0,339,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:32,7/1/2021 9:33,1.43366670608521,0,415,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:33,7/1/2021 9:34,0.533266663551331,0,459,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:34,7/1/2021 9:35,0.616649985313416,0,215,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:35,7/1/2021 9:35,0.183383330702782,0,123,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:35,7/1/2021 9:40,5.05006647109985,0,287,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:40,7/1/2021 9:40,0.0671999976038933,0,273,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 9:40,7/1/2021 10:09,29.3172836303711,0,360,NO (No Order),Jammy Creams
Biscuit Forming Machine ,7/1/2021 10:09,7/1/2021 10:10,1.23331665992737,0,473,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 10:09,7/1/2021 10:10,1.19991672039032,0,195,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:10,7/1/2021 10:11,1.13333332538605,304956,82328,CC (Changeover Cleaning),Jammy Creams
Biscuit Forming Machine ,7/1/2021 10:10,7/2/2021 0:27,857.100524902344,0,448,NO (No Order),Custard Creams
Biscuit Boxing Machine ,7/1/2021 10:10,7/1/2021 12:10,119.57243347168,0,137,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:11,7/1/2021 10:17,6.06666660308838,309240,86750,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:17,7/1/2021 10:19,2.09999990463257,309006,86508,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:19,7/1/2021 10:21,1.81666672229767,310375,87807,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:21,7/1/2021 10:22,1.25,310410,87865,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:22,7/1/2021 10:29,7.36666679382324,315087,92876,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:29,7/1/2021 10:53,23.8833332061768,315144,92550,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:53,7/1/2021 10:54,0.483333319425583,315456,92909,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:54,7/1/2021 10:54,0.683333337306976,315642,93056,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 10:54,7/1/2021 11:19,24.5666675567627,332274,109581,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:19,7/1/2021 11:20,1.31666672229767,331996,109781,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:20,7/1/2021 11:22,1.96666669845581,333356,110560,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:22,7/1/2021 11:23,1.18333327770233,333242,110683,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:23,7/1/2021 11:29,5.51666688919067,337134,114617,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:29,7/1/2021 11:30,0.916666686534882,337062,114341,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 11:30,7/1/2021 12:10,40.25,365630,142626,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 12:10,7/1/2021 12:13,2.9333667755127,0,19,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:10,7/1/2021 12:12,1.63333332538605,365347,142897,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:12,7/1/2021 12:16,4.61666679382324,368494,145788,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 12:13,7/1/2021 13:02,48.6679840087891,0,357,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:16,7/1/2021 12:18,2.13333344459534,368545,145879,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:18,7/1/2021 12:27,8.83333301544189,374106,151923,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:27,7/1/2021 12:34,6.88333320617676,374134,151733,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:34,7/1/2021 12:35,0.550000011920929,374557,151967,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:35,7/1/2021 12:35,0.100000001490116,374536,151905,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:35,7/1/2021 12:37,2.51666665077209,375734,152942,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:37,7/1/2021 12:38,0.133333340287209,375470,152820,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:38,7/1/2021 12:46,8.01666641235352,380796,158311,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:46,7/1/2021 12:47,1.41666662693024,380948,158269,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 12:47,7/1/2021 13:11,24.2333335876465,397649,174906,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:02,7/1/2021 13:02,0.116666667163372,0,319,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:02,7/1/2021 13:02,0.299966663122177,0,418,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:02,7/1/2021 13:02,0.466683328151703,0,43,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:02,7/1/2021 13:46,43.1678161621094,0,197,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:11,7/1/2021 13:13,2.04999995231628,397549,175100,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:13,7/1/2021 13:14,0.850000023841858,398016,175277,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:14,7/1/2021 13:14,0.100000001490116,398024,175340,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:14,7/1/2021 13:14,0.0500000007450581,397847,175286,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:14,7/1/2021 13:14,0.16666667163372,397873,175646,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:14,7/1/2021 13:17,2.53333330154419,399405,176553,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:17,7/1/2021 13:42,25.1333332061768,399219,176945,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:42,7/1/2021 13:59,17.1166667938232,411067,188737,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:46,7/1/2021 13:46,0.150266662240028,0,16,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 13:46,7/1/2021 14:21,35.5345840454102,0,63,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 13:59,7/1/2021 14:02,2.48333334922791,411199,188338,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:02,7/1/2021 14:24,22.466667175293,426577,204011,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:21,7/1/2021 14:22,0.583350002765656,0,393,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:22,7/1/2021 14:23,0.599916636943817,0,478,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:23,7/1/2021 14:23,0.249983340501785,0,185,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:23,7/1/2021 14:23,0.166683331131935,0,409,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:23,7/1/2021 14:23,0.166683331131935,0,106,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:23,7/1/2021 14:23,0.183349996805191,0,9,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:23,7/1/2021 14:24,0.316683322191238,0,146,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:24,7/1/2021 14:25,1.81669998168945,0,378,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:24,7/1/2021 14:25,1.16666662693024,426630,204196,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:25,7/1/2021 14:34,9.03333377838135,432952,210364,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:25,7/1/2021 14:26,0.633416652679443,0,320,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:26,7/1/2021 14:52,25.5845832824707,0,310,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:34,7/1/2021 14:37,2.86666655540466,433253,210622,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:37,7/1/2021 14:39,1.76666665077209,433699,211416,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:39,7/1/2021 14:40,0.633333325386047,433829,211181,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 14:40,7/1/2021 15:22,42.6833343505859,463755,241418,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:52,7/1/2021 14:52,0.833033323287964,0,411,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 14:52,7/1/2021 16:07,75.0185470581055,0,345,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:22,7/1/2021 15:26,4.16666650772095,463975,241188,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:26,7/1/2021 15:28,1.31666672229767,464375,242176,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:28,7/1/2021 15:29,1.64999997615814,464650,241895,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:29,7/1/2021 15:32,2.90000009536743,466243,243707,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:32,7/1/2021 15:35,2.70000004768372,466341,243595,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 15:35,7/1/2021 16:11,36.4333343505859,492072,269236,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 16:07,7/1/2021 16:08,0.433466672897339,0,342,CC (Changeover Cleaning),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 16:08,7/1/2021 16:53,45.3010177612305,0,154,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:11,7/1/2021 16:17,5.06666660308838,492147,269090,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:17,7/1/2021 16:24,7.71666669845581,496800,273818,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:24,7/1/2021 16:29,4.44999980926514,496678,273895,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:29,7/1/2021 16:40,11.7166662216187,504558,282010,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:40,7/1/2021 16:44,3.96666669845581,504638,282270,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 16:44,7/1/2021 17:08,23.7666664123535,521059,298808,NO (No Order),Jammy Creams
Biscuit Boxing Machine ,7/1/2021 16:53,7/1/2021 20:30,216.716201782227,0,216,CC (Changeover Cleaning),Custard Creams
Biscuit Filling Machine ,7/1/2021 17:08,7/1/2021 17:09,0.400000005960464,521197,298620,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 17:09,7/1/2021 17:50,41.25,521466,298924,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 17:50,7/1/2021 17:51,0.75,521424,299237,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 17:51,7/1/2021 17:54,3.54999995231628,521733,299112,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 17:54,7/1/2021 17:55,1.08333337306976,522066,299683,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 17:55,7/1/2021 18:03,7.94999980926514,521980,299582,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 18:03,7/1/2021 18:05,1.71666669845581,523168,300557,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 18:05,7/1/2021 18:10,5.23333311080933,523352,300644,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 18:10,7/1/2021 18:13,2.46666669845581,524674,302357,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/1/2021 18:13,7/1/2021 18:16,3.65000009536743,524932,302066,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/1/2021 18:16,7/1/2021 18:26,9.55000019073486,531378,308557,NO (No Order),Jammy Creams
