Machine;StartDateTime;EndDateTime;Duration;TotalBiscuitsMade;GoodMadeBiscuits;OEE Category;Product
Biscuit Filling Machine ;01/07/2021 01:12;01/07/2021 01:12;0,033333335;138449;39879;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:12;01/07/2021 01:13;1,033333302;138653;39459;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:13;01/07/2021 01:14;1,100000024;138948;40159;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:14;01/07/2021 01:16;2,316666603;138916;40051;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:16;01/07/2021 01:17;0,616666675;139142;40600;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:17;01/07/2021 01:17;0,300000012;139083;40673;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:17;01/07/2021 01:19;1,583333373;140056;41283;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:19;01/07/2021 01:19;0,916666687;140130;41409;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:19;01/07/2021 01:20;0,800000012;140359;41510;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:20;01/07/2021 01:21;1,25;140502;41520;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:21;01/07/2021 01:40;19,01666641;153722;54914;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:40;01/07/2021 01:42;1,716666698;153663;54940;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:42;01/07/2021 01:42;0,150000006;153553;54954;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:42;01/07/2021 01:49;6,266666889;153468;54976;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:49;01/07/2021 01:55;6,650000095;157553;58977;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 01:55;01/07/2021 02:46;50,70000076;157641;58643;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 02:46;01/07/2021 02:49;3,416666746;159208;60827;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 02:49;01/07/2021 02:50;0,566666663;159421;60667;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 02:50;01/07/2021 02:59;8,883333206;164638;65762;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 02:59;01/07/2021 03:00;1,183333278;164828;66155;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:00;01/07/2021 03:09;8,583333015;169620;70968;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:09;01/07/2021 03:10;1,399999976;170015;71202;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:10;01/07/2021 03:28;17,58333397;180473;81544;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:28;01/07/2021 03:28;0,699999988;180283;81628;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:28;01/07/2021 03:28;0,050000001;180351;81709;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:28;01/07/2021 03:36;7,400000095;180604;81554;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:36;01/07/2021 03:36;0,75;180614;81723;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:36;01/07/2021 03:45;8,449999809;180594;82149;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:45;01/07/2021 03:46;0,983333349;181205;82398;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:46;01/07/2021 03:49;2,833333254;181313;82292;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:49;01/07/2021 03:55;5,816666603;184604;85501;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:55;01/07/2021 03:55;0,916666687;184422;85892;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:55;01/07/2021 03:56;0,850000024;184753;86064;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:56;01/07/2021 03:57;0,866666675;184810;85797;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 03:57;01/07/2021 04:02;4,483333111;187252;88762;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 04:02;01/07/2021 04:21;19,38333321;187248;88419;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 04:21;01/07/2021 04:22;0,850000024;187624;88940;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 04:22;01/07/2021 04:39;17,33333397;187474;88993;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 04:39;01/07/2021 04:39;0,166666672;187602;88983;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 04:39;01/07/2021 05:08;28,23333359;187709;88990;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:08;01/07/2021 05:17;9,149999619;193942;95052;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:17;01/07/2021 05:18;0,75;193998;95112;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:18;01/07/2021 05:19;1,133333325;194281;95356;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:19;01/07/2021 05:21;2,616666555;194296;95613;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:21;01/07/2021 05:25;3,266666651;195975;97441;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:25;01/07/2021 05:27;2,616666555;196268;97110;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:27;01/07/2021 05:31;3,650000095;198334;99731;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:31;01/07/2021 05:33;2,266666651;198384;99514;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:33;01/07/2021 05:35;2,233333349;199789;100888;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:35;01/07/2021 05:36;0,883333325;199512;100984;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:36;01/07/2021 05:42;6,016666889;203714;104813;NO (No Order);Jammy Creams
Biscuit Topping Machine ;01/07/2021 05:39;01/07/2021 05:39;0,299566656;0;493;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 05:39;01/07/2021 05:40;0,216683328;0;294;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 05:40;01/07/2021 05:40;0,116833337;0;299;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 05:40;01/07/2021 05:47;7,083350182;0;95;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:42;01/07/2021 05:44;2,216666698;203705;105074;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 05:44;01/07/2021 06:02;17,46666718;215467;117151;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 05:47;01/07/2021 05:47;0,200000003;0;369;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 05:47;01/07/2021 09:28;221,3826294;0;215;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:02;01/07/2021 06:04;2,333333254;215468;116843;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:04;01/07/2021 06:04;0,033333335;215560;117087;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:04;01/07/2021 06:04;0,13333334;215846;116844;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:04;01/07/2021 06:13;8,899999619;221549;122818;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:13;01/07/2021 06:14;1,149999976;221516;123005;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:14;01/07/2021 06:17;2,766666651;222666;123942;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:17;01/07/2021 06:17;0;222984;28;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 06:17;01/07/2021 07:29;71,69999695;223101;252;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 07:29;01/07/2021 07:30;0,933333337;223571;759;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 07:30;01/07/2021 07:31;1,5;223432;1133;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 07:31;01/07/2021 07:37;5,883333206;227499;4922;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 07:37;01/07/2021 07:39;1,316666722;227594;4729;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 07:39;01/07/2021 08:16;37,15000153;253642;30883;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 08:16;01/07/2021 08:43;27,31666756;253500;31231;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 08:43;01/07/2021 08:47;4,233333111;256285;33504;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 08:47;01/07/2021 08:50;2,349999905;256171;33854;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 08:50;01/07/2021 08:58;7,900000095;261272;38969;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 08:58;01/07/2021 09:06;8,183333397;261408;38706;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 09:06;01/07/2021 10:10;63,90000153;304807;82507;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:28;01/07/2021 09:29;0,333316654;0;172;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:29;01/07/2021 09:31;2,566716671;0;213;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:31;01/07/2021 09:32;0,783349991;0;339;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:32;01/07/2021 09:33;1,433666706;0;415;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:33;01/07/2021 09:34;0,533266664;0;459;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:34;01/07/2021 09:35;0,616649985;0;215;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:35;01/07/2021 09:35;0,183383331;0;123;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:35;01/07/2021 09:40;5,050066471;0;287;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:40;01/07/2021 09:40;0,067199998;0;273;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 09:40;01/07/2021 10:09;29,31728363;0;360;NO (No Order);Jammy Creams
Biscuit Forming Machine ;01/07/2021 10:09;01/07/2021 10:10;1,23331666;0;473;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 10:09;01/07/2021 10:10;1,19991672;0;195;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:10;01/07/2021 10:11;1,133333325;304956;82328;CC (Changeover Cleaning);Jammy Creams
Biscuit Forming Machine ;01/07/2021 10:10;02/07/2021 00:27;857,1005249;0;448;NO (No Order);Custard Creams
Biscuit Boxing Machine ;01/07/2021 10:10;01/07/2021 12:10;119,5724335;0;137;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:11;01/07/2021 10:17;6,066666603;309240;86750;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:17;01/07/2021 10:19;2,099999905;309006;86508;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:19;01/07/2021 10:21;1,816666722;310375;87807;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:21;01/07/2021 10:22;1,25;310410;87865;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:22;01/07/2021 10:29;7,366666794;315087;92876;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:29;01/07/2021 10:53;23,88333321;315144;92550;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:53;01/07/2021 10:54;0,483333319;315456;92909;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:54;01/07/2021 10:54;0,683333337;315642;93056;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 10:54;01/07/2021 11:19;24,56666756;332274;109581;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:19;01/07/2021 11:20;1,316666722;331996;109781;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:20;01/07/2021 11:22;1,966666698;333356;110560;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:22;01/07/2021 11:23;1,183333278;333242;110683;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:23;01/07/2021 11:29;5,516666889;337134;114617;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:29;01/07/2021 11:30;0,916666687;337062;114341;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 11:30;01/07/2021 12:10;40,25;365630;142626;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 12:10;01/07/2021 12:13;2,933366776;0;19;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:10;01/07/2021 12:12;1,633333325;365347;142897;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:12;01/07/2021 12:16;4,616666794;368494;145788;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 12:13;01/07/2021 13:02;48,66798401;0;357;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:16;01/07/2021 12:18;2,133333445;368545;145879;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:18;01/07/2021 12:27;8,833333015;374106;151923;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:27;01/07/2021 12:34;6,883333206;374134;151733;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:34;01/07/2021 12:35;0,550000012;374557;151967;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:35;01/07/2021 12:35;0,100000001;374536;151905;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:35;01/07/2021 12:37;2,516666651;375734;152942;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:37;01/07/2021 12:38;0,13333334;375470;152820;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:38;01/07/2021 12:46;8,016666412;380796;158311;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:46;01/07/2021 12:47;1,416666627;380948;158269;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 12:47;01/07/2021 13:11;24,23333359;397649;174906;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:02;01/07/2021 13:02;0,116666667;0;319;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:02;01/07/2021 13:02;0,299966663;0;418;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:02;01/07/2021 13:02;0,466683328;0;43;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:02;01/07/2021 13:46;43,16781616;0;197;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:11;01/07/2021 13:13;2,049999952;397549;175100;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:13;01/07/2021 13:14;0,850000024;398016;175277;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:14;01/07/2021 13:14;0,100000001;398024;175340;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:14;01/07/2021 13:14;0,050000001;397847;175286;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:14;01/07/2021 13:14;0,166666672;397873;175646;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:14;01/07/2021 13:17;2,533333302;399405;176553;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:17;01/07/2021 13:42;25,13333321;399219;176945;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:42;01/07/2021 13:59;17,11666679;411067;188737;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:46;01/07/2021 13:46;0,150266662;0;16;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 13:46;01/07/2021 14:21;35,53458405;0;63;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 13:59;01/07/2021 14:02;2,483333349;411199;188338;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:02;01/07/2021 14:24;22,46666718;426577;204011;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:21;01/07/2021 14:22;0,583350003;0;393;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:22;01/07/2021 14:23;0,599916637;0;478;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:23;01/07/2021 14:23;0,249983341;0;185;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:23;01/07/2021 14:23;0,166683331;0;409;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:23;01/07/2021 14:23;0,166683331;0;106;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:23;01/07/2021 14:23;0,183349997;0;9;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:23;01/07/2021 14:24;0,316683322;0;146;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:24;01/07/2021 14:25;1,816699982;0;378;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:24;01/07/2021 14:25;1,166666627;426630;204196;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:25;01/07/2021 14:34;9,033333778;432952;210364;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:25;01/07/2021 14:26;0,633416653;0;320;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:26;01/07/2021 14:52;25,58458328;0;310;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:34;01/07/2021 14:37;2,866666555;433253;210622;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:37;01/07/2021 14:39;1,766666651;433699;211416;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:39;01/07/2021 14:40;0,633333325;433829;211181;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 14:40;01/07/2021 15:22;42,68333435;463755;241418;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:52;01/07/2021 14:52;0,833033323;0;411;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 14:52;01/07/2021 16:07;75,01854706;0;345;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:22;01/07/2021 15:26;4,166666508;463975;241188;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:26;01/07/2021 15:28;1,316666722;464375;242176;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:28;01/07/2021 15:29;1,649999976;464650;241895;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:29;01/07/2021 15:32;2,900000095;466243;243707;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:32;01/07/2021 15:35;2,700000048;466341;243595;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 15:35;01/07/2021 16:11;36,43333435;492072;269236;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 16:07;01/07/2021 16:08;0,433466673;0;342;CC (Changeover Cleaning);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 16:08;01/07/2021 16:53;45,30101776;0;154;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:11;01/07/2021 16:17;5,066666603;492147;269090;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:17;01/07/2021 16:24;7,716666698;496800;273818;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:24;01/07/2021 16:29;4,449999809;496678;273895;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:29;01/07/2021 16:40;11,71666622;504558;282010;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:40;01/07/2021 16:44;3,966666698;504638;282270;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 16:44;01/07/2021 17:08;23,76666641;521059;298808;NO (No Order);Jammy Creams
Biscuit Boxing Machine ;01/07/2021 16:53;01/07/2021 20:30;216,7162018;0;216;CC (Changeover Cleaning);Custard Creams
Biscuit Filling Machine ;01/07/2021 17:08;01/07/2021 17:09;0,400000006;521197;298620;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 17:09;01/07/2021 17:50;41,25;521466;298924;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 17:50;01/07/2021 17:51;0,75;521424;299237;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 17:51;01/07/2021 17:54;3,549999952;521733;299112;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 17:54;01/07/2021 17:55;1,083333373;522066;299683;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 17:55;01/07/2021 18:03;7,949999809;521980;299582;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:03;01/07/2021 18:05;1,716666698;523168;300557;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:05;01/07/2021 18:10;5,233333111;523352;300644;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:10;01/07/2021 18:13;2,466666698;524674;302357;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:13;01/07/2021 18:16;3,650000095;524932;302066;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:16;01/07/2021 18:26;9,550000191;531378;308557;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:26;01/07/2021 18:33;7,316666603;531286;308729;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:33;01/07/2021 18:34;1,283333302;531875;308831;NO (No Order);Jammy Creams
Biscuit Filling Machine ;01/07/2021 18:34;01/07/2021 19:11;36,51666641;531747;308839;CC (Changeover Cleaning);Custard Creams
Biscuit Filling Machine ;01/07/2021 18:34;01/07/2021 18:34;0;531566;309036;CC (Changeover Cleaning);Jammy Creams
Biscuit Filling Machine ;01/07/2021 19:11;01/07/2021 19:36;25,03333282;531717;308912;NO (No Order);Custard Creams
Biscuit Filling Machine ;01/07/2021 19:36;01/07/2021 19:37;1,366666675;531794;308911;CC (Changeover Cleaning);Custard Creams
